gene	length	CF1	CF2	CH1	CH2
ENSGALG00000008547	4452	2147	2112	2029	1913
ENSGALG00000027708	106	4	2	5	2
ENSGALG00000008539	1345	2098	1980	1828	1824
ENSGALG00000008551	1705	1366	1322	1258	1255
ENSGALG00000023576	1941	399	418	363	300
ENSGALG00000008554	1347	1	2	1	2
ENSGALG00000008560	4590	2	2	0	0
ENSGALG00000000003	3585	641	692	519	596
ENSGALG00000005013	742	3	6	0	11
ENSGALG00000008705	9032	2394	2463	2415	2391
ENSGALG00000008694	4982	224	243	250	245
ENSGALG00000008657	6076	743	725	745	642
ENSGALG00000008641	2169	1120	1105	1149	976
ENSGALG00000008635	1176	2	0	18	32
ENSGALG00000019384	1149	232	216	215	234
ENSGALG00000008612	1234	1550	1625	1567	1438
ENSGALG00000025292	103	0	0	0	0
ENSGALG00000028694	5157	373	364	383	361
ENSGALG00000025697	123	0	0	0	0
ENSGALG00000008740	4071	939	883	929	850
ENSGALG00000008755	1062	260	235	289	272
ENSGALG00000008761	1555	5	1	4	3
ENSGALG00000008776	1574	1	0	0	0
ENSGALG00000008805	3646	0	0	3	0
ENSGALG00000008814	6247	3	0	3	2
ENSGALG00000008821	1995	1271	1362	1304	1223
ENSGALG00000028064	96	3	1	3	2
ENSGALG00000008823	2244	31	31	41	28
ENSGALG00000008874	1867	0	0	0	0
ENSGALG00000008941	1354	0	0	1	0
ENSGALG00000008953	5435	238	304	223	241
ENSGALG00000026138	110	0	0	0	0
ENSGALG00000025193	235	0	0	0	0
ENSGALG00000028069	4208	18	13	12	8
ENSGALG00000025216	65	1	0	0	0
ENSGALG00000009029	2389	350	297	338	316
ENSGALG00000009104	6335	475	430	565	433
ENSGALG00000009110	638	805	806	744	702
ENSGALG00000029113	2956	15	13	13	17
ENSGALG00000028180	139	0	2	1	0
ENSGALG00000026430	106	1	0	0	0
ENSGALG00000009385	2857	4522	4609	4396	4229
ENSGALG00000009390	11408	436	435	336	338
ENSGALG00000009393	605	22	20	28	32
ENSGALG00000009396	1851	99	116	132	116
ENSGALG00000009398	1666	1332	1257	1240	1157
ENSGALG00000009411	6962	9	12	11	7
ENSGALG00000026838	5365	1365	1406	1178	1273
ENSGALG00000009435	9911	0	0	0	0
ENSGALG00000009439	1114	74	77	69	70
ENSGALG00000025332	80	0	0	0	0
ENSGALG00000009440	1198	274	299	240	266
ENSGALG00000009443	3478	877	855	857	819
ENSGALG00000009446	788	0	0	1	0
ENSGALG00000009448	2185	2857	3036	2645	2785
ENSGALG00000009454	2024	613	593	597	517
ENSGALG00000009488	2128	13	16	25	24
ENSGALG00000028019	113	0	0	0	0
ENSGALG00000009492	5120	486	398	449	361
ENSGALG00000009494	1792	1479	1451	1414	1392
ENSGALG00000009497	6014	3	7	10	17
ENSGALG00000009505	4490	849	850	785	851
ENSGALG00000009532	3052	3242	3427	2332	2263
ENSGALG00000009540	2516	748	778	670	641
ENSGALG00000009544	682	509	502	434	444
ENSGALG00000009547	1317	696	659	641	597
ENSGALG00000009577	4667	432	428	372	421
ENSGALG00000009595	1422	327	328	284	303
ENSGALG00000019367	1021	0	0	0	0
ENSGALG00000009601	2977	2519	2823	1664	1714
ENSGALG00000009603	1099	7	8	1	9
ENSGALG00000009604	1512	46	60	62	76
ENSGALG00000009638	8056	82	96	113	83
ENSGALG00000009665	8274	886	955	925	764
ENSGALG00000028849	4069	3522	3757	3589	3400
ENSGALG00000009698	1756	1848	1907	1737	1630
ENSGALG00000025619	161	0	0	0	0
ENSGALG00000025128	75	0	0	0	0
ENSGALG00000009743	4626	1335	1268	1276	1212
ENSGALG00000009747	735	662	591	664	603
ENSGALG00000017893	129	0	0	0	0
ENSGALG00000009759	5604	53	56	87	71
ENSGALG00000009795	11796	1668	1640	1688	1537
ENSGALG00000018237	91	8	6	7	9
ENSGALG00000009808	1263	4	9	1	7
ENSGALG00000009815	2141	297	321	324	340
ENSGALG00000009825	6805	1887	2122	1681	1648
ENSGALG00000009829	614	10374	11161	10031	10399
ENSGALG00000025464	133	33	27	35	34
ENSGALG00000009835	2913	3157	3137	2922	2903
ENSGALG00000009840	4335	664	688	671	589
ENSGALG00000009856	5289	1762	1843	1627	1579
ENSGALG00000009859	5591	367	384	275	250
ENSGALG00000009867	1956	1051	923	1212	1121
ENSGALG00000009873	1514	879	886	856	816
ENSGALG00000026661	3200	209	207	208	264
ENSGALG00000009875	140	416	495	458	406
ENSGALG00000019358	709	1122	1207	1098	1110
ENSGALG00000009879	1397	508	500	457	460
ENSGALG00000009885	3121	271	288	316	280
ENSGALG00000009899	3635	5265	5450	5192	4845
ENSGALG00000009903	1327	0	0	0	0
ENSGALG00000009904	894	0	0	0	0
ENSGALG00000009905	2471	795	807	697	721
ENSGALG00000009927	4767	3917	4019	3466	3353
ENSGALG00000009934	2782	3677	3845	3583	3589
ENSGALG00000009940	3149	1177	1258	1199	1252
ENSGALG00000019356	604	0	2	1	1
ENSGALG00000009945	1867	70	88	106	159
ENSGALG00000019355	2154	3922	4406	3992	3897
ENSGALG00000009963	628	13	13	18	7
ENSGALG00000009966	2400	224	233	268	219
ENSGALG00000009975	6094	12232	12993	12172	12647
ENSGALG00000009976	823	0	0	0	0
ENSGALG00000010018	1240	0	0	0	0
ENSGALG00000010029	5671	9	5	10	9
ENSGALG00000009959	1940	500	430	750	630
ENSGALG00000019352	2750	1	4	0	1
ENSGALG00000019351	668	0	0	0	0
ENSGALG00000010042	2644	1820	1846	1792	1677
ENSGALG00000010049	6893	262	237	185	167
ENSGALG00000010152	2419	0	0	0	0
ENSGALG00000010163	6349	996	1105	1075	1189
ENSGALG00000027799	6270	435	488	486	467
ENSGALG00000010183	2315	1204	1166	1184	1101
ENSGALG00000010198	3506	57	80	63	77
ENSGALG00000026925	378	3	2	0	2
ENSGALG00000010208	1660	31	34	26	31
ENSGALG00000021897	1347	127	150	146	125
ENSGALG00000010222	1732	2	0	0	2
ENSGALG00000010223	808	0	1	0	0
ENSGALG00000010224	1289	29	27	29	24
ENSGALG00000010227	2003	1558	1595	1433	1488
ENSGALG00000028946	4148	230	282	303	387
ENSGALG00000010265	6126	1468	1475	1482	1512
ENSGALG00000025913	155	3	4	3	3
ENSGALG00000026490	3277	11204	12061	10948	10910
ENSGALG00000010936	1114	10	11	10	14
ENSGALG00000028091	5098	59	53	70	48
ENSGALG00000026143	112	0	1	0	1
ENSGALG00000028648	3125	1268	1236	1227	1196
ENSGALG00000027733	120	0	0	0	0
ENSGALG00000010992	4778	1705	1841	1437	1412
ENSGALG00000027103	1401	0	7	2	4
ENSGALG00000027213	4835	898	994	425	465
ENSGALG00000027633	5895	230	192	90	87
ENSGALG00000027192	3326	1066	1114	438	447
ENSGALG00000011159	1574	98	103	103	87
ENSGALG00000011168	1870	160	155	145	157
ENSGALG00000011198	3690	879	795	956	833
ENSGALG00000011206	4398	243	299	222	213
ENSGALG00000011207	2509	2934	3264	2802	3059
ENSGALG00000011258	11664	3947	3900	3688	3738
ENSGALG00000011269	1684	0	2	8	6
ENSGALG00000011270	2419	641	717	1709	1454
ENSGALG00000011271	2054	3970	4264	4557	4439
ENSGALG00000011276	1570	2750	2744	2924	2794
ENSGALG00000019338	564	1	2	0	3
ENSGALG00000011277	1333	0	1	2	0
ENSGALG00000011280	4287	1361	1435	1467	1315
ENSGALG00000011292	4233	4054	4057	3943	3818
ENSGALG00000011293	795	724	684	702	645
ENSGALG00000011295	865	72	104	142	142
ENSGALG00000019336	2204	564	598	553	505
ENSGALG00000011320	1420	82	95	107	89
ENSGALG00000011323	2630	420	492	378	428
ENSGALG00000011325	566	1065	1132	1058	1026
ENSGALG00000011342	4614	453	491	440	407
ENSGALG00000011377	1948	3605	3732	3426	3539
ENSGALG00000028788	107	1	0	0	2
ENSGALG00000011400	2785	1261	1238	1280	1195
ENSGALG00000011409	460	2292	2425	2189	2388
ENSGALG00000011414	6928	84	122	130	125
ENSGALG00000011421	2233	14	10	12	13
ENSGALG00000011429	2272	3121	3072	3214	2889
ENSGALG00000011435	2900	2763	2869	2589	2506
ENSGALG00000011456	1753	730	736	671	696
ENSGALG00000011459	3317	43	32	22	16
ENSGALG00000011479	8954	1674	1721	1561	1570
ENSGALG00000025410	92	0	0	0	0
ENSGALG00000025889	203	0	1	0	0
ENSGALG00000026407	265	0	0	0	0
ENSGALG00000029125	163	0	0	0	0
ENSGALG00000026453	194	0	0	0	1
ENSGALG00000018238	110	0	0	0	0
ENSGALG00000019331	826	0	0	0	0
ENSGALG00000011504	3020	9123	9302	9200	8573
ENSGALG00000011514	1317	9174	9870	9301	9502
ENSGALG00000024964	242	29	20	25	23
ENSGALG00000011516	754	54	52	60	50
ENSGALG00000026284	1063	91	100	113	111
ENSGALG00000011531	5711	595	529	644	581
ENSGALG00000011559	2373	3131	3174	3191	2937
ENSGALG00000011569	7122	948	876	942	821
ENSGALG00000011582	5813	0	3	0	3
ENSGALG00000028373	5106	376	446	406	397
ENSGALG00000011633	2236	1	0	3	3
ENSGALG00000011643	9865	3960	4329	3823	3701
ENSGALG00000011651	1443	1211	1283	1194	1207
ENSGALG00000011682	2498	549	511	546	485
ENSGALG00000011717	3018	22	12	26	22
ENSGALG00000011722	4598	1	1	0	3
ENSGALG00000011724	2836	1546	1652	1506	1494
ENSGALG00000011727	2476	3	0	2	2
ENSGALG00000025735	3373	10	12	14	9
ENSGALG00000011738	1375	2425	2512	2584	2740
ENSGALG00000011739	848	0	0	1	1
ENSGALG00000011740	679	1	0	2	2
ENSGALG00000028560	974	0	0	1	0
ENSGALG00000011742	2961	5	8	1	8
ENSGALG00000011743	679	0	0	0	0
ENSGALG00000011745	3743	3900	4167	4076	4029
ENSGALG00000028417	391	96	91	75	111
ENSGALG00000027257	412	82	83	69	75
ENSGALG00000027249	1534	79	79	68	84
ENSGALG00000025786	313	198	211	168	197
ENSGALG00000028372	391	72	66	58	84
ENSGALG00000027571	1135	71	73	64	104
ENSGALG00000027113	391	110	91	87	118
ENSGALG00000027174	660	30	32	27	48
ENSGALG00000011759	771	17	28	27	37
ENSGALG00000027425	391	96	73	76	79
ENSGALG00000027382	382	26	17	21	39
ENSGALG00000027064	412	98	115	87	101
ENSGALG00000027594	382	61	57	59	101
ENSGALG00000027315	391	119	99	95	139
ENSGALG00000011783	661	71	100	79	86
ENSGALG00000011784	679	19	19	18	18
ENSGALG00000011794	2506	1506	1632	1353	1432
ENSGALG00000011796	1428	2	4	4	11
ENSGALG00000011799	892	0	0	0	0
ENSGALG00000011800	2535	283	301	280	277
ENSGALG00000011802	953	1	3	1	1
ENSGALG00000011803	1200	191	209	250	318
ENSGALG00000026121	103	0	0	0	0
ENSGALG00000011826	1646	281	285	270	241
ENSGALG00000011838	3512	2	0	1	4
ENSGALG00000011854	3957	570	577	588	564
ENSGALG00000011856	912	127	181	139	147
ENSGALG00000011857	2200	5052	5075	4709	4584
ENSGALG00000011859	459	1	3	0	1
ENSGALG00000028016	4271	2	10	2	5
ENSGALG00000019325	1217	1	6	5	0
ENSGALG00000017894	150	0	0	0	0
ENSGALG00000011863	3120	2928	2874	2602	2511
ENSGALG00000011866	1300	829	932	779	802
ENSGALG00000011867	1042	345	346	385	344
ENSGALG00000023193	711	236	264	242	263
ENSGALG00000019324	826	3	1	1	4
ENSGALG00000011872	673	2	10	1	11
ENSGALG00000028511	108	0	0	0	1
ENSGALG00000025388	87	1	2	2	2
ENSGALG00000011878	5830	2804	2856	2709	2650
ENSGALG00000011894	4542	365	418	374	409
ENSGALG00000011897	1204	779	777	751	760
ENSGALG00000011900	2464	285	301	276	316
ENSGALG00000011908	880	176	197	183	163
ENSGALG00000011913	1994	32	29	38	26
ENSGALG00000011914	549	243	322	257	243
ENSGALG00000019322	747	0	0	0	0
ENSGALG00000027568	1117	36	44	38	47
ENSGALG00000011916	3366	2417	2719	2536	2645
ENSGALG00000018239	70	0	0	0	0
ENSGALG00000011918	1037	713	842	644	697
ENSGALG00000011919	4074	33	45	32	45
ENSGALG00000011931	1355	3417	3625	3287	3470
ENSGALG00000011932	1965	1141	1292	1208	1249
ENSGALG00000011934	1199	827	920	825	808
ENSGALG00000011944	736	97	118	109	101
ENSGALG00000000049	1581	110	119	100	105
ENSGALG00000011947	2183	547	580	524	579
ENSGALG00000011950	2760	5524	5842	5228	5334
ENSGALG00000011953	485	1048	1092	997	1046
ENSGALG00000011957	3974	616	515	609	465
ENSGALG00000028594	107	0	0	1	2
ENSGALG00000011958	1468	358	400	408	393
ENSGALG00000011965	3894	1139	1113	1052	1001
ENSGALG00000011966	2650	3735	3868	3661	3479
ENSGALG00000011970	2698	40	48	30	56
ENSGALG00000011976	2906	1173	1264	1149	1143
ENSGALG00000011993	563	957	1015	932	862
ENSGALG00000025224	102	13	19	18	22
ENSGALG00000012003	2180	612	684	630	644
ENSGALG00000012007	2848	8634	8596	8650	8274
ENSGALG00000012013	3408	1261	1273	1364	1225
ENSGALG00000012024	3033	751	785	775	774
ENSGALG00000012034	1553	1597	1660	1629	1561
ENSGALG00000012053	1529	16	33	5	17
ENSGALG00000012056	5021	3	3	3	7
ENSGALG00000024676	327	0	0	0	0
ENSGALG00000012132	971	736	783	748	694
ENSGALG00000012135	1455	8758	9347	9078	8884
ENSGALG00000012144	1404	324	331	312	314
ENSGALG00000028989	205	30	46	32	38
ENSGALG00000012146	1492	175	166	163	152
ENSGALG00000012150	2004	582	627	571	495
ENSGALG00000027665	958	397	444	426	421
ENSGALG00000012172	1316	38790	42612	38637	37359
ENSGALG00000017808	94	19	18	19	19
ENSGALG00000023146	1454	71	82	82	65
ENSGALG00000012183	3552	297	350	298	319
ENSGALG00000012201	1461	847	795	746	752
ENSGALG00000012204	2003	3	3	5	4
ENSGALG00000028230	2926	753	732	736	724
ENSGALG00000012217	707	122	125	105	119
ENSGALG00000012215	3855	2328	2197	2179	2107
ENSGALG00000019317	3384	1257	1184	1288	1077
ENSGALG00000019316	1718	3707	3959	3564	3618
ENSGALG00000012218	1171	480	510	477	494
ENSGALG00000012247	5005	7522	7519	7661	7025
ENSGALG00000012251	2243	600	603	567	591
ENSGALG00000012252	890	1	2	0	0
ENSGALG00000012254	1320	0	0	2	0
ENSGALG00000019315	1297	1780	1815	1680	1627
ENSGALG00000012272	1422	1043	1133	1061	1043
ENSGALG00000012277	1808	436	421	397	391
ENSGALG00000012281	2407	228	213	249	213
ENSGALG00000012285	1992	7	9	7	10
ENSGALG00000012288	2442	3	0	6	3
ENSGALG00000019313	3929	1036	990	950	929
ENSGALG00000012290	3622	7	6	18	14
ENSGALG00000012291	505	1086	1180	1001	1073
ENSGALG00000012293	675	14	14	19	19
ENSGALG00000012265	9026	503	585	540	544
ENSGALG00000012296	1959	7328	7867	7033	6869
ENSGALG00000012299	3806	1239	1258	1095	1184
ENSGALG00000012307	1240	0	0	0	0
ENSGALG00000019312	721	0	0	0	0
ENSGALG00000012313	574	49	63	43	54
ENSGALG00000012410	1462	924	995	939	901
ENSGALG00000012416	1145	78	89	94	81
ENSGALG00000012419	896	17	12	17	15
ENSGALG00000012420	502	12	12	6	8
ENSGALG00000023131	2153	389	416	419	386
ENSGALG00000012422	2227	2	8	8	9
ENSGALG00000028164	3684	1990	1984	1928	1917
ENSGALG00000003213	748	8	6	8	10
ENSGALG00000026968	822	927	1015	929	886
ENSGALG00000012436	2526	33	42	39	42
ENSGALG00000012442	1279	5	8	7	7
ENSGALG00000012446	2428	0	0	0	0
ENSGALG00000012454	2456	23	16	19	20
ENSGALG00000012456	1017	23	23	27	12
ENSGALG00000012457	1318	0	0	0	2
ENSGALG00000027067	3971	68	80	58	58
ENSGALG00000012472	3279	0	1	2	0
ENSGALG00000012483	2390	0	2	0	0
ENSGALG00000012486	1402	11	10	13	12
ENSGALG00000012487	2687	489	491	478	509
ENSGALG00000012488	1125	428	523	418	480
ENSGALG00000012490	1193	13	7	11	11
ENSGALG00000025881	3494	0	2	2	2
ENSGALG00000012518	5481	10	9	13	19
ENSGALG00000012520	2064	18	14	16	22
ENSGALG00000012522	630	11	15	68	92
ENSGALG00000012523	1411	158	151	184	153
ENSGALG00000025909	166	0	0	0	0
ENSGALG00000012529	1879	7279	7929	7071	7305
ENSGALG00000012530	2064	189	224	184	173
ENSGALG00000025194	84	2	1	2	0
ENSGALG00000012532	719	1221	1357	1212	1281
ENSGALG00000012541	797	7	16	6	3
ENSGALG00000012542	812	1	14	0	0
ENSGALG00000012546	2592	4966	5611	5202	5563
ENSGALG00000012550	1570	403	485	378	360
ENSGALG00000012552	2820	153	161	177	184
ENSGALG00000012556	3390	1264	1332	1203	1161
ENSGALG00000012557	1127	2	0	0	0
ENSGALG00000028574	1096	0	0	0	0
ENSGALG00000028627	656	124	110	134	113
ENSGALG00000012569	3067	1304	1428	1448	1337
ENSGALG00000012611	4291	3483	3606	3438	3337
ENSGALG00000019304	446	2	0	0	3
ENSGALG00000012619	3078	969	1016	995	991
ENSGALG00000012631	2869	2109	2214	2081	2178
ENSGALG00000012638	1932	1925	1899	1892	1817
ENSGALG00000012639	1195	27	33	35	31
ENSGALG00000012642	4047	1097	1133	1102	1191
ENSGALG00000012655	4174	1863	1872	1746	1743
ENSGALG00000012658	3301	519	457	442	384
ENSGALG00000012662	2035	177	163	255	183
ENSGALG00000026311	1254	73	91	78	65
ENSGALG00000027122	1559	512	505	502	434
ENSGALG00000028254	990	98	100	90	80
ENSGALG00000012694	518	725	771	693	718
ENSGALG00000012697	9748	239	235	298	209
ENSGALG00000012674	3675	920	897	914	825
ENSGALG00000027896	5118	1298	1224	1184	1170
ENSGALG00000012714	3260	815	786	804	826
ENSGALG00000012717	1339	1209	1312	1164	1042
ENSGALG00000012718	5822	1136	1276	1113	1126
ENSGALG00000012719	3905	125	155	99	103
ENSGALG00000012722	5441	1151	1161	1122	1085
ENSGALG00000027808	1039	182	181	171	147
ENSGALG00000012726	2750	25388	24797	23904	23260
ENSGALG00000012751	8034	119	167	142	165
ENSGALG00000012754	5431	1	3	3	2
ENSGALG00000019300	1389	0	0	0	0
ENSGALG00000012756	12424	506	514	536	472
ENSGALG00000012757	774	0	0	0	0
ENSGALG00000012760	2329	832	816	792	729
ENSGALG00000012761	2371	6	12	12	15
ENSGALG00000012763	3307	2121	2160	2033	2067
ENSGALG00000012766	966	73	80	99	63
ENSGALG00000012769	4238	1016	1003	977	981
ENSGALG00000012783	7976	5	0	2	0
ENSGALG00000027209	2546	0	0	0	0
ENSGALG00000012788	2191	285	253	217	202
ENSGALG00000012796	5613	1407	1402	1379	1220
ENSGALG00000026974	1207	0	0	2	0
ENSGALG00000012812	1702	10	15	14	14
ENSGALG00000012823	3800	2336	2374	2992	2472
ENSGALG00000027683	108	0	0	0	0
ENSGALG00000012834	1301	1612	1728	1036	845
ENSGALG00000012847	2208	53	54	63	65
ENSGALG00000012848	3062	483	491	427	401
ENSGALG00000012849	3327	712	749	706	698
ENSGALG00000012850	1449	53	55	62	48
ENSGALG00000012852	2753	3974	3949	3949	3605
ENSGALG00000012863	2579	357	348	346	311
ENSGALG00000012865	2401	250	233	217	199
ENSGALG00000028879	4140	1278	1379	1249	1189
ENSGALG00000027171	1138	2	0	0	2
ENSGALG00000012870	1818	945	997	944	873
ENSGALG00000012874	1112	130	114	127	90
ENSGALG00000012875	1747	5	4	9	9
ENSGALG00000012876	694	1374	1424	1327	1333
ENSGALG00000019293	202	0	0	0	0
ENSGALG00000028048	1627	945	886	501	584
ENSGALG00000012894	1402	10	4	11	16
ENSGALG00000021734	94	0	0	0	0
ENSGALG00000025315	88	0	0	0	0
ENSGALG00000028359	822	0	17	11	3
ENSGALG00000026497	727	1418	1504	1402	1333
ENSGALG00000027055	117	0	0	0	0
ENSGALG00000028459	4191	2	2	0	1
ENSGALG00000012908	2578	0	0	0	1
ENSGALG00000012911	2423	10	3	10	15
ENSGALG00000012919	1652	567	595	537	553
ENSGALG00000012929	3056	4159	4453	3624	3503
ENSGALG00000012932	2685	57	59	35	32
ENSGALG00000028377	1009	0	0	0	0
ENSGALG00000012936	7596	1319	1221	1223	1176
ENSGALG00000025922	110	0	0	0	1
ENSGALG00000012938	1941	39	31	30	32
ENSGALG00000027056	5031	132	145	115	149
ENSGALG00000012946	1657	1796	1756	1686	1599
ENSGALG00000025369	91	1	0	0	0
ENSGALG00000012947	4856	449	500	497	450
ENSGALG00000027125	3118	42	40	37	44
ENSGALG00000012958	2320	257	272	252	295
ENSGALG00000012969	2914	770	863	856	752
ENSGALG00000012974	2075	499	535	533	490
ENSGALG00000019291	2894	1	1	2	0
ENSGALG00000019290	2062	2	2	2	1
ENSGALG00000012985	2204	27	22	26	25
ENSGALG00000012986	5107	2669	2741	2608	2514
ENSGALG00000012988	3715	160	196	202	200
ENSGALG00000012989	452	2	0	1	0
ENSGALG00000012992	7730	1880	2054	1963	1854
ENSGALG00000012993	5998	1195	1322	1228	1198
ENSGALG00000012998	1089	140	141	144	170
ENSGALG00000013008	1927	5	3	2	1
ENSGALG00000026214	5225	27	35	17	19
ENSGALG00000013010	6862	767	818	733	732
ENSGALG00000013024	2575	272	345	299	313
ENSGALG00000027408	716	31	27	29	36
ENSGALG00000013026	1243	244	271	236	280
ENSGALG00000013031	5473	127	154	104	87
ENSGALG00000013034	4283	1161	1322	1211	1277
ENSGALG00000013036	1324	1157	1162	1141	1135
ENSGALG00000013037	2731	916	993	946	1015
ENSGALG00000013042	6710	1036	1011	1031	942
ENSGALG00000027223	68	0	0	0	0
ENSGALG00000019286	872	198	225	194	217
ENSGALG00000013045	1735	2	2	0	2
ENSGALG00000013056	4510	2	2	2	4
ENSGALG00000013057	3070	136	112	127	129
ENSGALG00000013058	960	3	1	3	2
ENSGALG00000013067	1544	3435	3449	3358	3141
ENSGALG00000019284	3187	1141	1195	1271	1251
ENSGALG00000003466	4782	1882	1496	2051	1614
ENSGALG00000013069	4048	1365	1291	1378	1280
ENSGALG00000013072	1465	19	21	42	32
ENSGALG00000013091	2536	538	561	388	441
ENSGALG00000013092	2029	3805	3885	3614	3463
ENSGALG00000013097	2082	2	0	2	2
ENSGALG00000013098	927	1210	1295	1323	1218
ENSGALG00000019280	971	126	123	213	141
ENSGALG00000025472	120	0	0	0	0
ENSGALG00000013112	1416	107	99	88	85
ENSGALG00000013125	963	0	1	0	0
ENSGALG00000013136	1187	407	461	424	377
ENSGALG00000013154	2147	2	4	17	5
ENSGALG00000019277	2306	0	0	2	2
ENSGALG00000019276	5283	0	0	0	0
ENSGALG00000013164	1979	0	0	0	0
ENSGALG00000013168	1200	1	0	0	0
ENSGALG00000013173	1955	168	167	163	196
ENSGALG00000013174	2327	695	715	683	681
ENSGALG00000026342	1045	0	3	0	0
ENSGALG00000026508	111	0	0	0	0
ENSGALG00000026346	111	0	0	0	0
ENSGALG00000023012	443	3	3	7	6
ENSGALG00000025962	111	0	0	0	0
ENSGALG00000027246	111	0	0	0	0
ENSGALG00000028449	111	0	0	0	0
ENSGALG00000026329	111	0	0	0	0
ENSGALG00000026464	150	0	0	0	0
ENSGALG00000029075	1348	0	0	0	0
ENSGALG00000013205	1167	1095	1084	1049	978
ENSGALG00000026487	1012	4	4	6	5
ENSGALG00000013218	1831	11	8	7	11
ENSGALG00000013229	4249	339	371	353	324
ENSGALG00000025480	70	0	2	1	2
ENSGALG00000013244	7176	208	238	370	650
ENSGALG00000013257	4973	25558	28959	21684	23005
ENSGALG00000013265	3117	4	2	1	1
ENSGALG00000013273	356	0	0	0	0
ENSGALG00000014011	2667	16	11	13	14
ENSGALG00000014030	2889	66	53	62	52
ENSGALG00000014031	2182	235	255	239	204
ENSGALG00000014033	1243	399	401	392	341
ENSGALG00000014037	834	0	0	0	0
ENSGALG00000014041	1924	413	428	431	366
ENSGALG00000019267	1973	8	21	18	17
ENSGALG00000014083	3497	8927	9164	8824	8535
ENSGALG00000014084	3104	648	687	781	674
ENSGALG00000027435	3128	794	756	668	712
ENSGALG00000014094	1577	432	438	446	447
ENSGALG00000027674	1234	0	3	1	2
ENSGALG00000014122	3239	1487	1772	1495	1607
ENSGALG00000014126	1572	0	3	2	1
ENSGALG00000019262	1287	0	2	1	0
ENSGALG00000014128	1069	12	23	14	10
ENSGALG00000014140	2647	1438	1407	1317	1258
ENSGALG00000014159	6036	1038	1048	1096	1062
ENSGALG00000014163	3550	138	113	135	117
ENSGALG00000014164	1034	54	56	50	47
ENSGALG00000014165	3008	246	282	277	261
ENSGALG00000014166	515	238	215	228	227
ENSGALG00000014167	2890	2813	2801	2672	2640
ENSGALG00000028323	177	0	0	0	0
ENSGALG00000014186	5400	1661	1537	1612	1444
ENSGALG00000014188	2510	0	1	1	5
ENSGALG00000014189	2401	228	194	232	200
ENSGALG00000014194	5422	2948	2837	2705	2721
ENSGALG00000014201	4167	7157	7952	6453	6832
ENSGALG00000019261	2253	31	42	39	45
ENSGALG00000014226	6771	390	388	410	396
ENSGALG00000027910	1048	0	1	0	1
ENSGALG00000014227	2297	3	1	0	0
ENSGALG00000014228	12682	6	6	3	2
ENSGALG00000014232	2461	2	7	2	11
ENSGALG00000014235	8303	68	65	39	42
ENSGALG00000027940	182	0	0	0	0
ENSGALG00000018240	77	0	0	0	0
ENSGALG00000018241	93	0	0	0	0
ENSGALG00000028840	469	103	84	111	79
ENSGALG00000014240	6215	13	13	11	11
ENSGALG00000014551	3588	653	645	631	598
ENSGALG00000009702	1082	142	187	133	156
ENSGALG00000026856	107	0	0	0	2
ENSGALG00000011544	2365	14	11	7	3
ENSGALG00000011558	5794	527	543	514	520
ENSGALG00000014147	1614	191	193	155	162
ENSGALG00000013461	3086	410	386	398	404
