cluster	chicken_gene
Cluster-17984.1	ENSGALG00000007607
Cluster-17994.0	ENSGALG00000016309
Cluster-17997.0	ENSGALG00000014875
Cluster-18018.0	ENSGALG00000028379
Cluster-18028.0	ENSGALG00000002287
Cluster-18028.1	ENSGALG00000002287
Cluster-18032.0	ENSGALG00000000543
Cluster-18034.0	ENSGALG00000020458
Cluster-18050.0	ENSGALG00000013112
Cluster-18059.0	ENSGALG00000023780
Cluster-18078.0	ENSGALG00000011509
Cluster-18089.0	ENSGALG00000004066
Cluster-1809.0	ENSGALG00000011099
Cluster-1809.2	ENSGALG00000011099
Cluster-18106.0	ENSGALG00000000750
Cluster-1813.0	ENSGALG00000009452
Cluster-18140.0	ENSGALG00000011809
Cluster-18162.0	ENSGALG00000005597
Cluster-18173.0	ENSGALG00000012391
Cluster-18174.0	ENSGALG00000016483
Cluster-18181.0	ENSGALG00000003841
Cluster-18200.0	ENSGALG00000002266
Cluster-18206.0	ENSGALG00000011098
Cluster-18215.0	ENSGALG00000012264
Cluster-18219.0	ENSGALG00000027581
Cluster-18229.0	ENSGALG00000005422
Cluster-18239.0	ENSGALG00000000694
Cluster-18269.0	ENSGALG00000002828
Cluster-18279.0	ENSGALG00000016055
Cluster-18280.0	ENSGALG00000008156
Cluster-18284.0	ENSGALG00000010101
Cluster-18297.0	ENSGALG00000005069
Cluster-18307.0	ENSGALG00000002828
Cluster-18323.0	ENSGALG00000016740
Cluster-18332.0	ENSGALG00000008677
Cluster-18338.0	ENSGALG00000014252
Cluster-18350.0	ENSGALG00000027655
Cluster-18356.0	ENSGALG00000009778
Cluster-18388.0	ENSGALG00000015478
Cluster-18389.0	ENSGALG00000006775
Cluster-18399.0	ENSGALG00000002350
Cluster-18410.0	ENSGALG00000013237
Cluster-18414.0	ENSGALG00000013281
Cluster-18426.0	ENSGALG00000014011
Cluster-18429.0	ENSGALG00000012495
Cluster-18440.0	ENSGALG00000026986
Cluster-18501.0	ENSGALG00000006348
Cluster-18514.0	ENSGALG00000003647
Cluster-18529.0	ENSGALG00000004196
Cluster-18535.0	ENSGALG00000002621
Cluster-18544.0	ENSGALG00000016358
Cluster-18559.0	ENSGALG00000007962
Cluster-18571.0	ENSGALG00000015916
Cluster-18583.0	ENSGALG00000010380
Cluster-18585.0	ENSGALG00000016896
Cluster-18600.0	ENSGALG00000011137
Cluster-18645.0	ENSGALG00000027417
Cluster-18651.0	ENSGALG00000023692
Cluster-1866.0	ENSGALG00000015497
Cluster-18668.0	ENSGALG00000001730
Cluster-1867.0	ENSGALG00000009172
Cluster-1869.0	ENSGALG00000000117
Cluster-18731.0	ENSGALG00000011680
Cluster-18741.0	ENSGALG00000006137
Cluster-18747.0	ENSGALG00000016161
Cluster-18753.0	ENSGALG00000009360
Cluster-18760.0	ENSGALG00000012256
Cluster-18774.0	ENSGALG00000015728
Cluster-18776.0	ENSGALG00000003426
Cluster-18789.0	ENSGALG00000018803
Cluster-18791.0	ENSGALG00000009107
Cluster-18821.0	ENSGALG00000017191
Cluster-18821.1	ENSGALG00000017191
Cluster-18823.0	ENSGALG00000011549
Cluster-18828.0	ENSGALG00000019555
Cluster-18846.0	ENSGALG00000005941
Cluster-18849.0	ENSGALG00000001753
Cluster-18854.0	ENSGALG00000001571
Cluster-18898.0	ENSGALG00000005887
Cluster-18898.1	ENSGALG00000005887
Cluster-18898.2	ENSGALG00000005887
Cluster-18899.0	ENSGALG00000020554
Cluster-189.1	ENSGALG00000007489
Cluster-18914.0	ENSGALG00000026845
Cluster-18925.0	ENSGALG00000004624
Cluster-18925.1	ENSGALG00000004624
Cluster-18926.0	ENSGALG00000011472
Cluster-18936.0	ENSGALG00000013399
Cluster-18956.0	ENSGALG00000026259
Cluster-19000.0	ENSGALG00000029008
Cluster-19003.0	ENSGALG00000016227
Cluster-19003.1	ENSGALG00000016227
Cluster-19016.0	ENSGALG00000027268
Cluster-19023.0	ENSGALG00000014142
Cluster-19027.0	ENSGALG00000005374
Cluster-19032.0	ENSGALG00000016984
Cluster-19040.0	ENSGALG00000004966
Cluster-19041.0	ENSGALG00000004945
Cluster-19041.1	ENSGALG00000004945
Cluster-19070.0	ENSGALG00000011284
Cluster-19071.0	ENSGALG00000015531
Cluster-19072.0	ENSGALG00000008122
Cluster-1908.0	ENSGALG00000007045
Cluster-19086.0	ENSGALG00000021529
Cluster-19092.0	ENSGALG00000020261
Cluster-19100.0	ENSGALG00000010762
Cluster-19137.0	ENSGALG00000016750
Cluster-19138.0	ENSGALG00000014244
Cluster-19138.1	ENSGALG00000014244
Cluster-19151.0	ENSGALG00000023552
Cluster-19167.0	ENSGALG00000026498
Cluster-19204.0	ENSGALG00000000399
Cluster-19205.0	ENSGALG00000007530
Cluster-19211.0	ENSGALG00000006722
Cluster-19215.0	ENSGALG00000000356
Cluster-19216.1	ENSGALG00000007376
Cluster-19246.0	ENSGALG00000026498
Cluster-19252.0	ENSGALG00000004173
Cluster-19287.0	ENSGALG00000024020
Cluster-19299.0	ENSGALG00000002287
Cluster-19338.0	ENSGALG00000010431
Cluster-19345.0	ENSGALG00000014689
Cluster-19345.1	ENSGALG00000014689
Cluster-19346.0	ENSGALG00000009948
Cluster-19362.0	ENSGALG00000012515
Cluster-19372.0	ENSGALG00000019144
Cluster-19443.0	ENSGALG00000016744
Cluster-19463.0	ENSGALG00000025939
Cluster-19463.1	ENSGALG00000008727
Cluster-19465.0	ENSGALG00000016575
Cluster-19503.0	ENSGALG00000017316
Cluster-19512.0	ENSGALG00000013725
Cluster-19514.0	ENSGALG00000019261
Cluster-19538.0	ENSGALG00000005470
Cluster-19553.0	ENSGALG00000013402
Cluster-19553.1	ENSGALG00000013402
Cluster-19553.2	ENSGALG00000013402
Cluster-19553.3	ENSGALG00000013402
Cluster-19556.0	ENSGALG00000008545
Cluster-19568.0	ENSGALG00000015132
Cluster-19576.0	ENSGALG00000013402
Cluster-19588.0	ENSGALG00000001028
Cluster-19588.1	ENSGALG00000001028
Cluster-19591.0	ENSGALG00000002371
Cluster-19598.0	ENSGALG00000013008
Cluster-19600.0	ENSGALG00000008237
Cluster-19607.0	ENSGALG00000015286
Cluster-19608.1	ENSGALG00000026360
Cluster-19611.1	ENSGALG00000014225
Cluster-19611.3	ENSGALG00000014225
Cluster-19639.0	ENSGALG00000015126
Cluster-19643.0	ENSGALG00000001462
Cluster-19681.0	ENSGALG00000016912
Cluster-19682.0	ENSGALG00000026845
Cluster-19685.0	ENSGALG00000011065
Cluster-19723.0	ENSGALG00000007907
Cluster-19735.0	ENSGALG00000008797
Cluster-19746.0	ENSGALG00000011162
Cluster-1978.0	ENSGALG00000011259
Cluster-1978.1	ENSGALG00000011259
Cluster-1978.2	ENSGALG00000011259
Cluster-19797.0	ENSGALG00000029178
Cluster-19811.0	ENSGALG00000004543
Cluster-19838.0	ENSGALG00000002407
Cluster-19841.0	ENSGALG00000007851
Cluster-19843.0	ENSGALG00000028500
Cluster-19855.0	ENSGALG00000015905
Cluster-19865.0	ENSGALG00000006374
Cluster-19894.0	ENSGALG00000017271
Cluster-19918.0	ENSGALG00000017280
Cluster-19919.1	ENSGALG00000014004
Cluster-19919.2	ENSGALG00000014004
Cluster-19925.0	ENSGALG00000005541
Cluster-19937.0	ENSGALG00000028160
Cluster-19942.0	ENSGALG00000000346
Cluster-19950.0	ENSGALG00000009215
Cluster-19956.0	ENSGALG00000011722
Cluster-19962.0	ENSGALG00000009324
Cluster-19968.0	ENSGALG00000013356
Cluster-19972.0	ENSGALG00000008615
Cluster-19975.0	ENSGALG00000010204
Cluster-19987.0	ENSGALG00000024103
Cluster-19992.0	ENSGALG00000007345
Cluster-200.0	ENSGALG00000006725
Cluster-20008.0	ENSGALG00000007511
Cluster-2001.0	ENSGALG00000017228
Cluster-2001.1	ENSGALG00000017228
Cluster-20014.0	ENSGALG00000005145
Cluster-20045.0	ENSGALG00000006000
Cluster-20045.1	ENSGALG00000006000
Cluster-20046.0	ENSGALG00000003861
Cluster-20062.0	ENSGALG00000027855
Cluster-20068.0	ENSGALG00000000503
Cluster-2007.0	ENSGALG00000008704
Cluster-20074.0	ENSGALG00000018578
Cluster-201.0	ENSGALG00000006725
Cluster-20100.0	ENSGALG00000027109
Cluster-20125.0	ENSGALG00000028304
Cluster-20139.0	ENSGALG00000029084
Cluster-20155.0	ENSGALG00000008949
Cluster-20157.0	ENSGALG00000009808
Cluster-20164.0	ENSGALG00000028462
Cluster-20182.0	ENSGALG00000027082
Cluster-20182.1	ENSGALG00000027082
Cluster-20184.0	ENSGALG00000004972
Cluster-2019.0	ENSGALG00000004937
Cluster-20202.0	ENSGALG00000004574
Cluster-20205.0	ENSGALG00000012154
Cluster-20213.0	ENSGALG00000021106
Cluster-20215.0	ENSGALG00000001486
Cluster-20233.0	ENSGALG00000016022
Cluster-20236.0	ENSGALG00000027499
Cluster-20244.0	ENSGALG00000009805
Cluster-20246.0	ENSGALG00000015474
Cluster-20251.0	ENSGALG00000007727
Cluster-20292.0	ENSGALG00000026075
Cluster-20372.0	ENSGALG00000015466
Cluster-20375.0	ENSGALG00000015616
Cluster-20380.0	ENSGALG00000027642
Cluster-20393.1	ENSGALG00000022940
Cluster-20395.0	ENSGALG00000005601
Cluster-20396.0	ENSGALG00000014144
Cluster-20400.0	ENSGALG00000017075
Cluster-20420.0	ENSGALG00000007950
Cluster-20430.0	ENSGALG00000016246
Cluster-20456.0	ENSGALG00000012538
Cluster-20478.0	ENSGALG00000027821
Cluster-20481.0	ENSGALG00000013399
Cluster-20486.0	ENSGALG00000003115
Cluster-20511.0	ENSGALG00000005007
Cluster-20519.0	ENSGALG00000012890
Cluster-20519.1	ENSGALG00000012890
Cluster-20543.0	ENSGALG00000019231
Cluster-20548.1	ENSGALG00000014164
Cluster-20556.0	ENSGALG00000000417
Cluster-20559.0	ENSGALG00000008281
Cluster-20565.0	ENSGALG00000010197
Cluster-20565.1	ENSGALG00000010202
Cluster-20565.2	ENSGALG00000010202
Cluster-20565.3	ENSGALG00000010202
Cluster-20565.5	ENSGALG00000010202
Cluster-20565.6	ENSGALG00000010202
Cluster-20579.0	ENSGALG00000015293
Cluster-2059.0	ENSGALG00000026498
Cluster-20613.0	ENSGALG00000008911
Cluster-20614.0	ENSGALG00000000733
Cluster-20618.0	ENSGALG00000017170
Cluster-20650.0	ENSGALG00000012647
Cluster-20685.0	ENSGALG00000026498
Cluster-20717.0	ENSGALG00000012856
Cluster-20723.0	ENSGALG00000001849
Cluster-20748.0	ENSGALG00000027954
Cluster-20749.0	ENSGALG00000003744
Cluster-20788.0	ENSGALG00000020772
Cluster-20801.0	ENSGALG00000021685
Cluster-20807.0	ENSGALG00000013356
Cluster-20807.1	ENSGALG00000013356
Cluster-20824.0	ENSGALG00000011098
Cluster-20831.0	ENSGALG00000008973
Cluster-20845.0	ENSGALG00000028386
Cluster-2085.0	ENSGALG00000010114
Cluster-20861.1	ENSGALG00000002866
Cluster-20864.0	ENSGALG00000018378
Cluster-20875.0	ENSGALG00000006957
Cluster-2088.0	ENSGALG00000006497
Cluster-20884.0	ENSGALG00000005951
Cluster-20900.0	ENSGALG00000012525
Cluster-20901.0	ENSGALG00000009095
Cluster-20905.0	ENSGALG00000005538
Cluster-20912.0	ENSGALG00000014657
Cluster-20923.0	ENSGALG00000010152
Cluster-20926.0	ENSGALG00000000442
Cluster-20929.0	ENSGALG00000011274
Cluster-20929.1	ENSGALG00000004722
Cluster-20942.0	ENSGALG00000003782
Cluster-20976.0	ENSGALG00000002080
Cluster-20993.0	ENSGALG00000026787
Cluster-20998.0	ENSGALG00000006698
Cluster-21013.0	ENSGALG00000019382
Cluster-21017.0	ENSGALG00000001849
Cluster-21027.1	ENSGALG00000011065
Cluster-21036.1	ENSGALG00000005400
Cluster-21070.0	ENSGALG00000001690
Cluster-2111.0	ENSGALG00000027701
Cluster-2111.1	ENSGALG00000027701
Cluster-21154.0	ENSGALG00000003440
Cluster-21163.0	ENSGALG00000026498
Cluster-21186.0	ENSGALG00000002371
Cluster-2127.0	ENSGALG00000027554
Cluster-21275.0	ENSGALG00000012762
Cluster-2128.0	ENSGALG00000016904
Cluster-21289.0	ENSGALG00000027848
Cluster-21293.0	ENSGALG00000000150
Cluster-21322.0	ENSGALG00000006840
Cluster-21326.0	ENSGALG00000012290
Cluster-21342.0	ENSGALG00000008046
Cluster-21352.0	ENSGALG00000008014
Cluster-21357.0	ENSGALG00000012015
Cluster-21362.0	ENSGALG00000012051
Cluster-21365.0	ENSGALG00000007132
Cluster-21365.1	ENSGALG00000007132
Cluster-21365.2	ENSGALG00000007132
Cluster-21383.0	ENSGALG00000026294
Cluster-21390.0	ENSGALG00000015076
Cluster-21411.0	ENSGALG00000029025
Cluster-21413.0	ENSGALG00000027323
Cluster-21428.0	ENSGALG00000006575
Cluster-21432.0	ENSGALG00000015117
Cluster-21440.0	ENSGALG00000006428
Cluster-21446.0	ENSGALG00000009246
Cluster-21457.0	ENSGALG00000007185
Cluster-21491.0	ENSGALG00000005752
Cluster-2151.0	ENSGALG00000015453
Cluster-21538.0	ENSGALG00000008543
Cluster-21548.0	ENSGALG00000028065
Cluster-21556.0	ENSGALG00000006802
Cluster-21561.0	ENSGALG00000002134
Cluster-21567.0	ENSGALG00000020392
Cluster-21598.0	ENSGALG00000012203
Cluster-21602.0	ENSGALG00000000600
Cluster-21604.0	ENSGALG00000000868
Cluster-21610.0	ENSGALG00000002145
Cluster-21613.0	ENSGALG00000003527
Cluster-21633.0	ENSGALG00000012472
Cluster-21634.0	ENSGALG00000012973
Cluster-21667.0	ENSGALG00000011974
Cluster-21674.0	ENSGALG00000006550
Cluster-21677.0	ENSGALG00000010129
Cluster-217.0	ENSGALG00000006324
Cluster-21704.0	ENSGALG00000028416
Cluster-21713.0	ENSGALG00000001410
Cluster-21720.0	ENSGALG00000015792
Cluster-21743.0	ENSGALG00000003879
Cluster-21744.0	ENSGALG00000020359
Cluster-21747.0	ENSGALG00000012184
Cluster-21758.0	ENSGALG00000012788
Cluster-21766.0	ENSGALG00000001149
Cluster-21774.0	ENSGALG00000022145
Cluster-21781.0	ENSGALG00000004087
Cluster-21787.0	ENSGALG00000012545
Cluster-21792.0	ENSGALG00000014812
Cluster-21793.0	ENSGALG00000010858
Cluster-21811.0	ENSGALG00000010692
Cluster-21811.1	ENSGALG00000010692
Cluster-21820.0	ENSGALG00000012181
Cluster-21827.0	ENSGALG00000020737
Cluster-21848.0	ENSGALG00000005752
Cluster-21887.0	ENSGALG00000000166
Cluster-21893.0	ENSGALG00000006839
Cluster-21898.0	ENSGALG00000003157
Cluster-21903.0	ENSGALG00000001181
Cluster-21967.0	ENSGALG00000020679
Cluster-2199.0	ENSGALG00000028069
Cluster-22010.0	ENSGALG00000013102
Cluster-22015.0	ENSGALG00000017039
Cluster-22053.0	ENSGALG00000026498
Cluster-22060.0	ENSGALG00000014995
Cluster-22071.0	ENSGALG00000007796
Cluster-22075.0	ENSGALG00000005553
Cluster-22079.0	ENSGALG00000007562
Cluster-22095.0	ENSGALG00000017229
Cluster-22114.1	ENSGALG00000028659
Cluster-22124.0	ENSGALG00000010971
Cluster-2213.0	ENSGALG00000011952
Cluster-2213.2	ENSGALG00000012301
Cluster-22130.0	ENSGALG00000000227
Cluster-22131.0	ENSGALG00000029067
Cluster-22172.0	ENSGALG00000012450
Cluster-22175.0	ENSGALG00000023881
Cluster-22175.1	ENSGALG00000023881
Cluster-22179.0	ENSGALG00000017031
Cluster-22179.1	ENSGALG00000017031
Cluster-22179.2	ENSGALG00000017031
Cluster-22197.0	ENSGALG00000002298
Cluster-22211.0	ENSGALG00000011524
Cluster-22212.0	ENSGALG00000023308
Cluster-22219.0	ENSGALG00000000346
Cluster-22233.0	ENSGALG00000013404
Cluster-22236.0	ENSGALG00000007356
Cluster-2226.0	ENSGALG00000015325
Cluster-2226.1	ENSGALG00000015325
Cluster-22267.0	ENSGALG00000008417
Cluster-22272.0	ENSGALG00000007045
Cluster-22286.0	ENSGALG00000010709
Cluster-22299.0	ENSGALG00000008273
Cluster-22299.1	ENSGALG00000008273
Cluster-22385.0	ENSGALG00000012273
Cluster-22390.0	ENSGALG00000005538
Cluster-22425.0	ENSGALG00000005757
Cluster-22430.0	ENSGALG00000008295
Cluster-22430.1	ENSGALG00000008295
Cluster-22433.0	ENSGALG00000011172
Cluster-22438.0	ENSGALG00000001453
Cluster-22441.0	ENSGALG00000004565
Cluster-22446.0	ENSGALG00000028622
Cluster-22486.0	ENSGALG00000006662
Cluster-22490.0	ENSGALG00000012958
Cluster-22497.0	ENSGALG00000016196
Cluster-22506.0	ENSGALG00000002982
Cluster-22510.0	ENSGALG00000008283
Cluster-22511.0	ENSGALG00000023953
Cluster-22525.0	ENSGALG00000009452
Cluster-22529.0	ENSGALG00000003079
Cluster-22534.0	ENSGALG00000008704
Cluster-22542.0	ENSGALG00000000107
Cluster-22543.0	ENSGALG00000008417
Cluster-22556.0	ENSGALG00000004972
Cluster-22560.0	ENSGALG00000000681
Cluster-22562.0	ENSGALG00000026498
Cluster-22586.0	ENSGALG00000016074
Cluster-22643.0	ENSGALG00000004446
Cluster-22647.0	ENSGALG00000001264
Cluster-22664.0	ENSGALG00000007717
Cluster-22667.0	ENSGALG00000025736
Cluster-22671.0	ENSGALG00000028379
Cluster-22672.0	ENSGALG00000018357
Cluster-22705.0	ENSGALG00000001840
Cluster-22705.1	ENSGALG00000001840
Cluster-22706.0	ENSGALG00000001417
Cluster-22711.0	ENSGALG00000013427
Cluster-22732.1	ENSGALG00000028007
Cluster-22755.0	ENSGALG00000006839
Cluster-22809.0	ENSGALG00000004495
Cluster-22819.0	ENSGALG00000029067
Cluster-22821.0	ENSGALG00000011291
Cluster-22831.0	ENSGALG00000027965
Cluster-22841.0	ENSGALG00000014616
Cluster-22851.0	ENSGALG00000010148
Cluster-22870.0	ENSGALG00000015311
Cluster-22870.1	ENSGALG00000015311
Cluster-22872.0	ENSGALG00000005601
Cluster-22919.0	ENSGALG00000025914
Cluster-22921.0	ENSGALG00000004888
Cluster-22944.1	ENSGALG00000001841
Cluster-22944.2	ENSGALG00000001841
Cluster-2296.1	ENSGALG00000009301
Cluster-22971.0	ENSGALG00000008501
Cluster-22971.1	ENSGALG00000008501
Cluster-22971.2	ENSGALG00000008501
Cluster-22973.0	ENSGALG00000027954
Cluster-22979.0	ENSGALG00000010258
Cluster-22979.1	ENSGALG00000010258
Cluster-22991.0	ENSGALG00000001620
Cluster-22993.0	ENSGALG00000026613
Cluster-22999.0	ENSGALG00000012997
Cluster-23001.0	ENSGALG00000010741
Cluster-23037.2	ENSGALG00000019662
Cluster-23037.3	ENSGALG00000019662
Cluster-23037.4	ENSGALG00000019662
Cluster-23053.0	ENSGALG00000004630
Cluster-23062.0	ENSGALG00000003677
Cluster-23069.0	ENSGALG00000007157
Cluster-23082.0	ENSGALG00000015568
Cluster-23091.0	ENSGALG00000001532
Cluster-23135.0	ENSGALG00000008308
Cluster-23151.0	ENSGALG00000000775
Cluster-23153.0	ENSGALG00000012997
Cluster-23160.0	ENSGALG00000014239
Cluster-23202.0	ENSGALG00000011113
Cluster-23236.0	ENSGALG00000000645
Cluster-23281.0	ENSGALG00000009362
Cluster-23311.0	ENSGALG00000001482
Cluster-23318.0	ENSGALG00000019567
Cluster-23338.0	ENSGALG00000028308
Cluster-23338.1	ENSGALG00000028308
Cluster-23340.0	ENSGALG00000010342
Cluster-23343.1	ENSGALG00000005476
Cluster-23346.0	ENSGALG00000012545
Cluster-23352.0	ENSGALG00000028608
Cluster-23366.0	ENSGALG00000012103
Cluster-23374.0	ENSGALG00000028379
Cluster-23462.0	ENSGALG00000019896
Cluster-23465.1	ENSGALG00000001311
Cluster-2347.0	ENSGALG00000004788
Cluster-23471.0	ENSGALG00000003424
Cluster-23485.2	ENSGALG00000000003
Cluster-23490.0	ENSGALG00000001122
Cluster-23492.0	ENSGALG00000002132
Cluster-2351.0	ENSGALG00000015466
Cluster-23527.0	ENSGALG00000028966
Cluster-23591.0	ENSGALG00000021855
Cluster-23601.0	ENSGALG00000023950
Cluster-23612.0	ENSGALG00000004476
Cluster-23619.0	ENSGALG00000017280
Cluster-2362.0	ENSGALG00000028975
Cluster-23635.0	ENSGALG00000027417
Cluster-23646.1	ENSGALG00000004704
Cluster-23646.2	ENSGALG00000004704
Cluster-23663.0	ENSGALG00000027082
Cluster-23665.0	ENSGALG00000010518
Cluster-23684.0	ENSGALG00000000447
Cluster-23695.0	ENSGALG00000007503
Cluster-23695.1	ENSGALG00000007503
Cluster-23695.2	ENSGALG00000007503
Cluster-23695.3	ENSGALG00000007503
Cluster-23703.0	ENSGALG00000013528
Cluster-23724.0	ENSGALG00000011152
Cluster-23725.0	ENSGALG00000001453
Cluster-23735.0	ENSGALG00000026076
Cluster-23750.0	ENSGALG00000020077
Cluster-23754.0	ENSGALG00000001876
Cluster-23757.0	ENSGALG00000011065
Cluster-23777.0	ENSGALG00000010629
Cluster-23790.0	ENSGALG00000006044
Cluster-23792.0	ENSGALG00000014614
Cluster-23794.0	ENSGALG00000008257
Cluster-23797.0	ENSGALG00000004827
Cluster-23828.0	ENSGALG00000004475
Cluster-2384.0	ENSGALG00000017150
Cluster-23851.0	ENSGALG00000026498
Cluster-23866.0	ENSGALG00000003447
Cluster-23866.2	ENSGALG00000003447
Cluster-23869.0	ENSGALG00000001065
Cluster-23894.0	ENSGALG00000009395
Cluster-23903.1	ENSGALG00000020514
Cluster-23915.0	ENSGALG00000001600
Cluster-23915.1	ENSGALG00000001600
Cluster-23922.0	ENSGALG00000027365
Cluster-23928.0	ENSGALG00000011085
Cluster-23933.0	ENSGALG00000008704
Cluster-23938.0	ENSGALG00000026110
Cluster-23947.0	ENSGALG00000016341
Cluster-23952.1	ENSGALG00000015846
Cluster-23952.2	ENSGALG00000015846
Cluster-23953.0	ENSGALG00000000695
Cluster-23955.0	ENSGALG00000007814
Cluster-23970.0	ENSGALG00000012456
Cluster-23985.0	ENSGALG00000016531
Cluster-23988.0	ENSGALG00000028057
Cluster-23990.0	ENSGALG00000005678
Cluster-24005.0	ENSGALG00000007250
Cluster-24012.0	ENSGALG00000028031
Cluster-24012.1	ENSGALG00000028031
Cluster-2404.0	ENSGALG00000004772
Cluster-24054.0	ENSGALG00000004754
Cluster-24072.0	ENSGALG00000003052
Cluster-24072.1	ENSGALG00000003052
Cluster-24087.0	ENSGALG00000009324
Cluster-24107.0	ENSGALG00000007791
Cluster-24110.0	ENSGALG00000028339
Cluster-24119.0	ENSGALG00000027621
Cluster-2412.0	ENSGALG00000007417
Cluster-24122.0	ENSGALG00000026498
Cluster-24136.0	ENSGALG00000006862
Cluster-24145.0	ENSGALG00000008753
Cluster-2415.0	ENSGALG00000010853
Cluster-2417.0	ENSGALG00000011098
Cluster-24174.0	ENSGALG00000011970
Cluster-24179.0	ENSGALG00000028203
Cluster-24198.0	ENSGALG00000016718
Cluster-242.0	ENSGALG00000026393
Cluster-242.1	ENSGALG00000026393
Cluster-24226.1	ENSGALG00000011251
Cluster-24242.0	ENSGALG00000002744
Cluster-24250.1	ENSGALG00000007409
Cluster-24250.2	ENSGALG00000007409
Cluster-24255.0	ENSGALG00000003943
Cluster-24258.0	ENSGALG00000010854
Cluster-24263.0	ENSGALG00000004743
Cluster-24263.1	ENSGALG00000004743
Cluster-24269.0	ENSGALG00000001021
Cluster-24277.1	ENSGALG00000016355
Cluster-24277.2	ENSGALG00000016355
Cluster-2428.0	ENSGALG00000026845
Cluster-24298.0	ENSGALG00000011511
Cluster-24306.3	ENSGALG00000003164
Cluster-24306.5	ENSGALG00000003164
Cluster-24310.0	ENSGALG00000009995
Cluster-24311.0	ENSGALG00000024294
Cluster-24325.0	ENSGALG00000010688
Cluster-2433.0	ENSGALG00000007744
Cluster-24335.0	ENSGALG00000013200
Cluster-24339.0	ENSGALG00000015184
Cluster-24344.0	ENSGALG00000001971
Cluster-24377.0	ENSGALG00000011491
Cluster-24379.0	ENSGALG00000011195
Cluster-24391.0	ENSGALG00000021658
Cluster-24420.0	ENSGALG00000021472
Cluster-24420.1	ENSGALG00000029127
Cluster-24420.2	ENSGALG00000029127
Cluster-24431.0	ENSGALG00000004297
Cluster-24435.0	ENSGALG00000014515
Cluster-24437.0	ENSGALG00000007441
Cluster-24446.0	ENSGALG00000028662
Cluster-24446.1	ENSGALG00000028662
Cluster-2448.1	ENSGALG00000007447
Cluster-24481.0	ENSGALG00000004700
Cluster-24495.0	ENSGALG00000021855
Cluster-24496.0	ENSGALG00000010340
Cluster-24511.1	ENSGALG00000009669
Cluster-24530.0	ENSGALG00000015325
Cluster-24532.0	ENSGALG00000000187
Cluster-24539.0	ENSGALG00000015057
Cluster-2457.0	ENSGALG00000004610
Cluster-24571.0	ENSGALG00000015126
Cluster-24586.0	ENSGALG00000011098
Cluster-24599.0	ENSGALG00000016299
Cluster-24610.0	ENSGALG00000008992
Cluster-24620.0	ENSGALG00000013359
Cluster-2463.0	ENSGALG00000025732
Cluster-24633.0	ENSGALG00000005351
Cluster-24644.0	ENSGALG00000016155
Cluster-24676.0	ENSGALG00000014448
Cluster-24713.1	ENSGALG00000027366
Cluster-24727.0	ENSGALG00000026498
Cluster-24754.0	ENSGALG00000012688
Cluster-2476.0	ENSGALG00000002109
Cluster-24770.1	ENSGALG00000005915
Cluster-24771.0	ENSGALG00000006091
Cluster-24776.0	ENSGALG00000023552
Cluster-24797.0	ENSGALG00000010837
Cluster-24804.0	ENSGALG00000004641
Cluster-24815.0	ENSGALG00000009920
Cluster-24820.2	ENSGALG00000010691
Cluster-24844.0	ENSGALG00000016324
Cluster-24845.0	ENSGALG00000009955
Cluster-24852.0	ENSGALG00000012260
Cluster-24863.0	ENSGALG00000017178
Cluster-24870.0	ENSGALG00000000374
Cluster-24879.0	ENSGALG00000012997
Cluster-24889.0	ENSGALG00000007827
Cluster-24899.0	ENSGALG00000006805
Cluster-24915.0	ENSGALG00000029159
Cluster-24918.0	ENSGALG00000026498
